****                   MendelIHT Version 1.4.6                  ****
****     Benjamin Chu, Kevin Keys, Chris German, Hua Zhou       ****
****   Jin Zhou, Eric Sobel, Janet Sinsheimer, Kenneth Lange    ****
****                                                            ****
****                 Please cite our paper!                     ****
****         https://doi.org/10.1093/gigascience/giaa044        ****

Running sparse Multivariate Gaussian regression
Number of threads = 32
Link functin = GLM.IdentityLink()
Sparsity parameter (k) = 4678
Prior weight scaling = off
Doubly sparse projection = off
Debias = off
Max IHT iterations = 20000
Converging when tol < 0.0001 and iteration ≥ 5:

Iteration 1: loglikelihood = 1.9900806693628624e6, backtracks = 0, tol = 0.05038374598183472
 254 │   450524   0.00227924
 255 │   450525   0.00230045
 256 │   450526   0.00234405
 257 │   450528   0.00184103
 258 │   450530   0.00166106
 259 │   450531   0.00195862
 260 │   450532   0.00184398
 261 │   450535  -0.00912006
 262 │   450536   0.00259921
 263 │   450537   0.00914317
 264 │   450538  -0.00940617
 265 │   450539  -0.00614096
 266 │   450540  -0.0096828
 267 │   450541   0.00260295
 268 │   450543   0.00367765
 269 │   450545   0.00377194
 270 │   450546   0.00488543
 271 │   450550   0.00499669
 272 │   450551   0.003873
 273 │   450553   0.00344254
 274 │   450555  -0.00313091
 275 │   450556  -0.00346831
 276 │   450559  -0.00320716
 277 │   450560  -0.00318273
 278 │   450570   0.00167569
 279 │   450577  -0.00291706

Trait 16: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1  -3.86688e-6
   2 │        2   0.0528515
   3 │        3   0.00470772
   4 │        4   0.00455212
   5 │        5   0.00101648
   6 │        6   0.000947895
   7 │        7   0.000648875
   8 │        8  -0.000150694
   9 │        9  -0.000545551
  10 │       10   0.000773634
  11 │       11   9.7489e-5
  12 │       12  -0.000303566
  13 │       13  -0.00163765
  14 │       14   0.00178061

Trait 17: IHT estimated 221 nonzero SNP predictors
221×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    11577  -0.00372443
   2 │    11578  -0.0037195
   3 │    11579   0.00374973
   4 │    11580   0.00363591
   5 │    11581  -0.00377233
   6 │    11590   0.00361629
   7 │    11592  -0.00153647
   8 │    18181   0.00182013
   9 │    18183   0.00185863
  10 │    18184  -0.00175474
  11 │    18185  -0.00185283
  12 │    18186  -0.00189378
  13 │    18187   0.000944351
  14 │    18188  -0.00187273
  15 │    18189  -0.00200998
  16 │    20416   0.000868771
  17 │    20444   0.000943284
  18 │    20445   0.000860809
  19 │    31767   0.00232643
  20 │    31770   0.00217123
  21 │    33121   0.00157365
  22 │    33122   0.00174658
  23 │    33128   0.00282227
  24 │    33129   0.00286685
  25 │    33130   0.00289134
  26 │    33132   0.00303961
  27 │    33136  -0.00176309
  28 │    41945   0.00279914
  29 │    41952   0.00355673
  30 │    41954   0.00354092
  31 │    41955   0.00353645
  32 │    41956   0.00354689
  33 │    41959  -0.00274077
  34 │    41963   0.00274256
  35 │    41964  -0.00303963
  36 │    41965  -0.00297188
  37 │    41967   0.00276431
  38 │    41972   0.000385213
  39 │    41975  -0.00256988
  40 │    42933  -0.00301888
  41 │    42934  -0.00246353
  42 │    42935  -0.00245567
  43 │    42938  -0.00259061
  44 │    42941   0.00113175
  45 │    42942   0.00111644
  46 │    42943   0.00112447
  47 │    42945   0.00113087
  48 │    42947   0.00115114
  49 │   121597  -0.00352074
  50 │   170790  -0.0010028
  51 │   171544  -0.000815531
  52 │   171553  -0.000810461
  53 │   172964  -0.000848572
  54 │   173033  -0.000569147
  55 │   173481  -0.000483253
  56 │   173640  -0.00110589
  57 │   173642  -0.00050837
  58 │   173657  -0.000474239
  59 │   173658  -0.000535044
  60 │   173683  -0.000671165
  61 │   225486   0.00363605
  62 │   225487   0.00369001
  63 │   225488   0.00414085
  64 │   225489   0.00413085
  65 │   225490   0.00385044
  66 │   225491   0.00381097
  67 │   225497  -0.00319544
  68 │   225506  -0.00306196
  69 │   227975  -0.00202025
  70 │   227981  -0.00267093
  71 │   227983   0.00219999
  72 │   227987   0.00362118
  73 │   227988   0.0034286
  74 │   227989   0.00419117
  75 │   227990   0.00418879
  76 │   227991   0.00464316
  77 │   227992   0.0043391
  78 │   227993   0.00464669
  79 │   227994   0.00439603
  80 │   227995   0.00469513
  81 │   227996   0.00470296
  82 │   227997   0.0031293
  83 │   227999   0.0036618
  84 │   228000   0.00448838
  85 │   228001   0.00453784
  86 │   228002   0.00449347
  87 │   228003   0.00430213
  88 │   228004   0.00456203
  89 │   228005   0.00406572
  90 │   228006   0.00461256
  91 │   228007   0.00464504
  92 │   228008   0.00439044
  93 │   228011   0.00224927
  94 │   228013   0.00295888
  95 │   228014   0.00421178
  96 │   228019   0.00220741
  97 │   228020   0.00274207
  98 │   240938   0.00156145
  99 │   240940   0.00153031
 100 │   240944   0.00159112
 101 │   240947   0.00158077
 102 │   240950   0.00154063
 103 │   286075  -0.00206572
 104 │   286080  -0.00210927
 105 │   286084  -0.00206292
 106 │   300068   0.0032946
 107 │   300084   0.00170175
 108 │   300091  -0.00162089
 109 │   300109  -0.0015328
 110 │   300112  -0.00155544
 111 │   300116  -0.0015492
 112 │   300124  -0.00155476
 113 │   300128  -0.00157988
 114 │   303688  -0.00220085
 115 │   303690  -0.00231993
 116 │   303691  -0.00278176
 117 │   303694  -0.00235357
 118 │   303697  -0.00232609
 119 │   310035   0.00172321
 120 │   310039   0.0035249
 121 │   310042  -0.00430295
 122 │   310044  -0.00433107
 123 │   310047   0.00291285
 124 │   310053   0.00043713
 125 │   310056   0.00367002
 126 │   310062   0.00374245
 127 │   310064   0.00190256
 128 │   334238  -0.0031392
 129 │   334259   0.00253223
 130 │   373948   0.00706645
 131 │   373950   0.00732264
 132 │   373951   0.00710635
 133 │   373952  -0.00690768
 134 │   373954  -0.00682256
 135 │   373955   0.00285975
 136 │   373956   0.00554433
 137 │   373962  -0.00501317
 138 │   373966   0.00352246
 139 │   373969  -0.00345021
 140 │   373973  -0.00317863
 141 │   373976   0.00799181
 142 │   373978   0.00412364
 143 │   373979  -0.00775648
 144 │   373987  -0.00610568
 145 │   373988  -0.00297561
 146 │   391744  -0.00211515
 147 │   391746   0.00185564
 148 │   391754   0.00208811
 149 │   391757   0.00199832
 150 │   391760   0.00327334
 151 │   391762   0.00211583
 152 │   391768   0.00279839
 153 │   391777  -0.00282097
 154 │   391779   0.00694509
 155 │   391780   0.00669164
 156 │   391781   0.00985978
 157 │   391782   0.0100117
 158 │   391783   0.00997603
 159 │   391784  -0.00304324
 160 │   391785  -0.00627908
 161 │   391787   0.0100274
 162 │   391788   0.00450503
 163 │   391789   0.00953685
 164 │   391791   0.00918001
 165 │   391792  -0.00900267
 166 │   391793   0.00903008
 167 │   391794   0.00880617
 168 │   391795  -0.00951134
 169 │   391796   0.00337729
 170 │   391798   0.00368332
 171 │   391799  -0.00564639
 172 │   391800  -0.00532963
 173 │   391801  -0.00488972
 174 │   391804  -0.00283019
 175 │   407582  -0.00253157
 176 │   407592  -0.00273149
 177 │   407600  -0.00274739
 178 │   423234   0.00276797
 179 │   423236   0.00174447
 180 │   423237   0.00245533
 181 │   423239   0.000970196
 182 │   423242   0.00263143
 183 │   423244   0.00553973
 184 │   423245   0.00554585
 185 │   423246   0.0048473
 186 │   423247   0.00558876
 187 │   423250   0.00556185
 188 │   423255   0.00387319
 189 │   423259   0.00243166
 190 │   423260   0.00199066
 191 │   423262   0.000436827
 192 │   423266   0.00130247
 193 │   423268   0.00132722
 194 │   423293   0.00184107
 195 │   423294   0.00167724
 196 │   432754   0.00187092
 197 │   432759   0.00198011
 198 │   432795  -0.00287838
 199 │   432796  -0.0017055
 200 │   432797  -0.00204169
 201 │   432801  -0.00293563
 202 │   438455   0.00233214
 203 │   438466   0.00154931
 204 │   438469   0.0027549
 205 │   438479   0.00189751
 206 │   438499  -0.00125146
 207 │   438500  -0.00142293
 208 │   438505  -0.000919122
 209 │   438518   0.00287296
 210 │   438519  -0.00170062
 211 │   438520  -0.00261958
 212 │   438525   0.00181662
 213 │   438526  -0.00446476
 214 │   438530   0.0029172
 215 │   438531  -0.00453159
 216 │   438535   0.00306341
 217 │   438536   0.00243627
 218 │   438537   0.000792307
 219 │   438541   0.000467366
 220 │   438542   0.00256043
 221 │   450252  -0.00287448

Trait 17: IHT estimated 14 non-genetic predictors
14×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │        1  -1.72688e-5
   2 │        2   0.0396341
   3 │        3   0.00499244
   4 │        4   0.00465069
   5 │        5   0.00130891
   6 │        6  -0.00175825
   7 │        7   0.000745011
   8 │        8   0.00017887
   9 │        9   0.00132243
  10 │       10  -0.000661045
  11 │       11   0.0015115
  12 │       12  -0.000228132
  13 │       13   0.000522613
  14 │       14  -0.00265682

Trait 18: IHT estimated 221 nonzero SNP predictors
221×2 DataFrame
 Row │ Position  Estimated_β
     │ Int64     Float64
─────┼────────────────────────
   1 │    11577  -0.00444054
   2 │    11578  -0.00451507
   3 │    11579   0.00452605
   4 │    11580   0.0044351
   5 │    11581  -0.00434865
   6 │    11584  -0.00209962
   7 │    11590   0.0042223
   8 │    11592  -0.00323683
   9 │    20416   0.00239497
  10 │    20444   0.00266144
  11 │    20445   0.00264407
  12 │    22362   0.000746334
  13 │    22363   0.000833534
  14 │    22376   0.00113763
  15 │    22383   0.00102196
  16 │    42900   0.000637428
  17 │    42903   0.000860985
  18 │    42905  -0.000487076
  19 │    42908   0.000959057
  20 │    42913  -0.000937909
  21 │    42916  -0.00146295
  22 │    42919  -0.00167099
  23 │    42921  -0.00159386
  24 │    42925  -0.00247592
  25 │    42927  -0.00168468
  26 │    42928  -0.00244424
  27 │    42930  -0.00118711
  28 │    42931  -0.00180664
  29 │    42932  -0.00173017
  30 │    42933  -0.00569931
  31 │    42934  -0.00528655
  32 │    42935  -0.00530041
  33 │    42936  -0.00342186
  34 │    42938  -0.00436016
  35 │    42939   0.000963625
  36 │    42940   0.000949172
  37 │    42941   0.00343131
  38 │    42942   0.00340653
  39 │    42943   0.00341629
  40 │    42944  -0.00233467
  41 │    42945   0.00337316
  42 │    42946  -0.00230888
  43 │    42947   0.00314876
  44 │    42948   0.00100801
  45 │    42954   0.00089225
  46 │    42956  -0.00217532
  47 │    42959   0.00115942
  48 │    42963   0.00154094
  49 │    42970   0.000689145
  50 │    42975   0.000701005
  51 │    42977   0.00107434
  52 │    42980   0.000730196
  53 │   172632   0.000677523
  54 │   172749  -0.000685363
  55 │   172788  -0.000546077
  56 │   172964  -0.000743081
  57 │   173033  -0.000864969
  58 │   173137   0.00062754
  59 │   173141   0.000616935
  60 │   173144   0.000666888
  61 │   173163   0.000881023
  62 │   173169   0.000879555
  63 │   173356  -0.000941288
  64 │   173361  -0.000891724
  65 │   173406   0.00118433
  66 │   173481  -0.000851025
  67 │   173640  -0.00104521
  68 │   173642  -0.0007967
  69 │   173656  -0.000898038
  70 │   173657  -0.000754452
  71 │   173658  -0.000763875
  72 │   174250  -0.000703108
  73 │   174672   0.000545139
  74 │   174865   0.000406888
  75 │   174867   0.000407913
  76 │   174880   0.000542524
  77 │   174887   0.000855148
  78 │   174908   0.000900693
  79 │   174987   0.000830898
  80 │   175062   0.000782011
  81 │   175111   0.00068393
  82 │   208920   0.000874202
  83 │   208924  -0.00144892
  84 │   208925  -0.00177112
  85 │   208926  -0.00180489
  86 │   208927  -0.0017741
  87 │   208928  -0.00176644
  88 │   208934  -0.00184676
  89 │   208939  -0.00193136
  90 │   208941  -0.00195507
  91 │   208944  -0.00223217
  92 │   208947  -0.00201465
  93 │   208948  -0.0020246
  94 │   208949  -0.00196101
  95 │   208951  -0.00208245
  96 │   208952  -0.00190656
  97 │   208954  -0.00181855
  98 │   208956  -0.00161938
  99 │   225261  -0.000861838
 100 │   225262  -0.000876372
 101 │   225334  -0.00101061
 102 │   225486   0.00378813
 103 │   225487   0.00377529
 104 │   225488   0.00428447
 105 │   225489   0.00425327
 106 │   225490   0.00429034
 107 │   225491   0.00435675
 108 │   225497  -0.00372383
 109 │   225506  -0.00251809
 110 │   225848   0.00116828
 111 │   226061  -0.0010454
 112 │   226074  -0.000713494
 113 │   226078   0.000423373
 114 │   226079  -0.00068984
 115 │   226082  -0.000609671
 116 │   226119  -0.00114876
 117 │   242601  -0.00251535
 118 │   242602  -0.00240312
 119 │   242603  -0.00253696
 120 │   242605  -0.00111269
 121 │   242606  -0.00113139
 122 │   242607  -0.00241078
 123 │   242609  -0.00108831
 124 │   242612  -0.00171067
 125 │   266007   0.00333721
 126 │   266011   0.00340431
 127 │   303688  -0.00243858
 128 │   303690  -0.00287803
 129 │   303691  -0.00307441
 130 │   303694  -0.00290294
 131 │   303697  -0.00285679
 132 │   309993  -0.00127324
 133 │   309996  -0.00217421
 134 │   309998   0.00126199
 135 │   310000   0.0014396
 136 │   310003   0.00143173
 137 │   310006   0.00148694
 138 │   310010  -0.00257725
 139 │   310012   0.00132763
 140 │   310013   0.00129523
 141 │   310014  -0.00214602
 142 │   310015  -0.00217713
 143 │   310016  -0.00117309
 144 │   310017   0.00139833
 145 │   310018  -0.00224092
 146 │   310019   0.00142824
 147 │   310020  -0.00223775
 148 │   310026  -0.00207044
 149 │   310027  -0.00228639
 150 │   310033  -0.00197155
 151 │   310035   0.00201085
 152 │   310037  -0.00246877
 153 │   310039   0.00374323
 154 │   310041  -0.0020294
 155 │   310042  -0.00420881
 156 │   310044  -0.00418886
 157 │   310047   0.00272568
 158 │   310056   0.0031391
 159 │   310059  -0.00154774
 160 │   310062   0.0031793
 161 │   310064   0.0019334
 162 │   310073  -0.00177606
 163 │   310081   0.00189967
 164 │   391795  -0.00366973
 165 │   401797  -0.0025129
 166 │   423234   0.00225981
 167 │   423244   0.00485092
 168 │   423245   0.00469713
 169 │   423246   0.00419742
 170 │   423247   0.00489023
 171 │   423250   0.00485627
 172 │   423255   0.00269892
 173 │   423259   0.00308066
 174 │   432795  -0.00367287
 175 │   432801  -0.00367049
 176 │   434532  -0.00231334
 177 │   434545  -0.00257319
 178 │   434553  -0.0017753
 179 │   434560  -0.00166037
 180 │   434561  -0.00170232
 181 │   434573  -0.0018765
 182 │   434574  -0.00176855
 183 │   438530   0.00200584
 184 │   438535   0.00293167
 185 │   450473  -0.000567839
 186 │   450479   0.00251237
 187 │   450486   0.000628615
 188 │   450489   0.00103483
 189 │   450491   0.00117538
 190 │   450496   0.000880414
 191 │   450506   0.00253961
